Data file generated using DWRITE.M v1.0
Written on 06-May-2009.
$head$

string:species
float:MW
table1d:thermal,T,h,s
$/head$


species=Ar
MW=39.944000
thermal=
              6000 |   2.03238437e+006   1.53700219e+003



species=AsGa(s)
MW=145.000000
thermal=
               200 |  -5.95045341e+005   3.13057142e+002
     2.981500e+002 |  -5.63052414e+005   4.43223310e+002
               300 |  -5.62446050e+005   4.45215650e+002
               400 |  -5.29846759e+005   5.39115468e+002
               500 |  -4.96641104e+005   6.12889771e+002
               600 |  -4.63146704e+005   6.73930428e+002
               700 |  -4.29363559e+005   7.26193241e+002
               800 |  -3.95002924e+005   7.72017046e+002
               900 |  -3.60353545e+005   8.12961062e+002
              1000 |  -3.25126676e+005   8.49978149e+002
              1100 |  -2.89611062e+005   8.83905666e+002
              1200 |  -2.53517959e+005   9.15205606e+002
              1300 |   3.66417186e+005   1.43621677e+003
              1400 |   3.91826731e+005   1.46639061e+003
              1500 |   4.17236276e+005   1.48391742e+003
              1600 |   4.42645816e+005   1.50031812e+003
              1700 |   4.68055366e+005   1.51573710e+003
              1800 |   4.93464906e+005   1.53026096e+003
              1900 |   5.18874456e+005   1.54397634e+003
              2000 |   5.44283996e+005   1.55702761e+003
              2100 |   5.69693546e+005   1.56941476e+003
              2200 |   5.95103086e+005   1.58122442e+003
              2300 |   6.20512636e+005   1.59254322e+003
              2400 |   6.45922176e+005   1.60334228e+003
              2500 |   6.71331726e+005   1.61370822e+003
              2600 |   6.96741266e+005   1.62369879e+003
              2700 |   7.22150816e+005   1.63328512e+003
              2800 |   7.47560356e+005   1.64252495e+003
              2900 |   7.72969906e+005   1.65144717e+003
              3000 |   7.98379446e+005   1.66005176e+003
              3100 |   8.23788996e+005   1.66836761e+003
              3200 |   8.49198536e+005   1.67645247e+003
              3300 |   8.74608086e+005   1.68427745e+003
              3400 |   9.00017626e+005   1.69184257e+003
              3500 |   9.25427176e+005   1.69920556e+003
              3600 |   9.50836716e+005   1.70636643e+003
              3700 |   9.76246266e+005   1.71332518e+003
              3800 |   1.00165581e+006   1.72011069e+003
              3900 |   1.02706536e+006   1.72672294e+003
              4000 |   1.05247490e+006   1.73313308e+003
              4100 |   1.07788445e+006   1.73942772e+003
              4200 |   1.10329399e+006   1.74554911e+003
              4300 |   1.12870353e+006   1.75152612e+003
              4400 |   1.15411308e+006   1.75735877e+003
              4500 |   1.17952262e+006   1.76307592e+003
              4600 |   1.20493217e+006   1.76864869e+003
              4700 |   1.23034171e+006   1.77413484e+003
              4800 |   1.25575126e+006   1.77947662e+003
              4900 |   1.28116080e+006   1.78470290e+003
              5000 |   1.30657035e+006   1.78984256e+003
              5100 |   1.33197989e+006   1.79486672e+003
              5200 |   1.35738944e+006   1.79980426e+003
              5300 |   1.38279898e+006   1.80465517e+003
              5400 |   1.40820853e+006   1.80939059e+003
              5500 |   1.43361807e+006   1.81406825e+003
              5600 |   1.45902762e+006   1.81863042e+003
              5700 |   1.48443716e+006   1.82313484e+003
              5800 |   1.50984671e+006   1.82755264e+003
              5900 |   1.53525625e+006   1.83191268e+003
              6000 |   1.56066580e+006   1.83618611e+003



species=As2
MW=150.000000
thermal=
               200 |   1.24780596e+006   1.50144230e+003
     2.981500e+002 |   1.27111248e+006   1.59628728e+003
               300 |   1.27153116e+006   1.59773870e+003
               400 |   1.29528427e+006   1.66595563e+003
               500 |   1.31940024e+006   1.71990953e+003
               600 |   1.34396280e+006   1.76442917e+003
               700 |   1.36852536e+006   1.80227784e+003
               800 |   1.39308792e+006   1.83521400e+003
               900 |   1.41792960e+006   1.86432622e+003
              1000 |   1.44249216e+006   1.89039602e+003
              1100 |   1.46733384e+006   1.91403749e+003
              1200 |   1.49217552e+006   1.93564138e+003
              1300 |   1.51701720e+006   1.95551472e+003
              1400 |   1.54185888e+006   1.97393664e+003
              1500 |   1.56670056e+006   1.99107461e+003
              1600 |   1.59154224e+006   2.00709610e+003
              1700 |   1.61638392e+006   2.02216858e+003
              1800 |   1.64122560e+006   2.03637578e+003
              1900 |   1.66606728e+006   2.04980146e+003
              2000 |   1.69090896e+006   2.06252933e+003
              2100 |   1.71575064e+006   2.07467105e+003
              2200 |   1.74059232e+006   2.08622662e+003
              2300 |   1.76543400e+006   2.09725186e+003
              2400 |   1.79027568e+006   2.10783050e+003
              2500 |   1.81511736e+006   2.11796256e+003
              2600 |   1.83995904e+006   2.12770385e+003
              2700 |   1.86480072e+006   2.13708228e+003
              2800 |   1.88964240e+006   2.14612577e+003
              2900 |   1.91448408e+006   2.15483431e+003
              3000 |   1.93932576e+006   2.16326374e+003
              3100 |   1.96416744e+006   2.17141404e+003
              3200 |   1.98900912e+006   2.17928522e+003
              3300 |   2.01385080e+006   2.18693311e+003
              3400 |   2.03869248e+006   2.19435770e+003
              3500 |   2.06353416e+006   2.20155900e+003
              3600 |   2.08837584e+006   2.20856491e+003
              3700 |   2.11321752e+006   2.21534753e+003
              3800 |   2.13805920e+006   2.22199058e+003
              3900 |   2.16290088e+006   2.22843826e+003
              4000 |   2.18774256e+006   2.23471846e+003
              4100 |   2.21258424e+006   2.24085910e+003
              4200 |   2.23742592e+006   2.24686018e+003
              4300 |   2.26226760e+006   2.25269378e+003
              4400 |   2.28710928e+006   2.25841574e+003
              4500 |   2.31195096e+006   2.26399814e+003
              4600 |   2.33679264e+006   2.26944098e+003
              4700 |   2.36163432e+006   2.27480009e+003
              4800 |   2.38647600e+006   2.28001963e+003
              4900 |   2.41131768e+006   2.28515544e+003
              5000 |   2.43615936e+006   2.29015169e+003
              5100 |   2.46100104e+006   2.29509211e+003
              5200 |   2.48584272e+006   2.29989298e+003
              5300 |   2.51068440e+006   2.30463802e+003
              5400 |   2.53552608e+006   2.30927141e+003
              5500 |   2.56036776e+006   2.31384898e+003
              5600 |   2.58520944e+006   2.31831490e+003
              5700 |   2.61005112e+006   2.32269708e+003
              5800 |   2.63489280e+006   2.32702344e+003
              5900 |   2.65973448e+006   2.33126606e+003
              6000 |   2.68457616e+006   2.33545286e+003



species=As3
MW=225.000000
thermal=
               200 |   1.13646499e+006   1.27269416e+003
     2.981500e+002 |   1.16264645e+006   1.37924357e+003
               300 |   1.16313026e+006   1.38086246e+003
               400 |   1.18981413e+006   1.45741578e+003
               500 |   1.21679573e+006   1.51774291e+003
               600 |   1.24396341e+006   1.56742627e+003
               700 |   1.27150325e+006   1.60962922e+003
               800 |   1.29885701e+006   1.64630558e+003
               900 |   1.32639685e+006   1.67872072e+003
              1000 |   1.35393669e+006   1.70774920e+003
              1100 |   1.38147653e+006   1.73406091e+003
              1200 |   1.40920245e+006   1.75810245e+003
              1300 |   1.43692837e+006   1.78030179e+003
              1400 |   1.46465429e+006   1.80084502e+003
              1500 |   1.49238021e+006   1.81997405e+003
              1600 |   1.52010613e+006   1.83785634e+003
              1700 |   1.54783205e+006   1.85467797e+003
              1800 |   1.57555797e+006   1.87051338e+003
              1900 |   1.60328389e+006   1.88551142e+003
              2000 |   1.63100981e+006   1.89972794e+003
              2100 |   1.65873573e+006   1.91325595e+003
              2200 |   1.68646165e+006   1.92615130e+003
              2300 |   1.71418757e+006   1.93848840e+003
              2400 |   1.74191349e+006   1.95028587e+003
              2500 |   1.76963941e+006   1.96159954e+003
              2600 |   1.79736533e+006   1.97248522e+003
              2700 |   1.82509125e+006   1.98294291e+003
              2800 |   1.85281717e+006   1.99302845e+003
              2900 |   1.88054309e+006   2.00276043e+003
              3000 |   1.90826901e+006   2.01215747e+003
              3100 |   1.93599493e+006   2.02123818e+003
              3200 |   1.96372085e+006   2.03003976e+003
              3300 |   1.99144677e+006   2.03858083e+003
              3400 |   2.01917269e+006   2.04686139e+003
              3500 |   2.04689861e+006   2.05490005e+003
              3600 |   2.07462453e+006   2.06269680e+003
              3700 |   2.10235045e+006   2.07030747e+003
              3800 |   2.13007637e+006   2.07769485e+003
              3900 |   2.15780229e+006   2.08489614e+003
              4000 |   2.18552821e+006   2.09191136e+003
              4100 |   2.21325413e+006   2.09875910e+003
              4200 |   2.24098005e+006   2.10543938e+003
              4300 |   2.26870597e+006   2.11197078e+003
              4400 |   2.29643189e+006   2.11833472e+003
